0.038117,0.002992
0.034185,-0.002508
0.023739,-0.008332
0.020313,-0.011163
0.029160,-0.009846
0.032396,-0.005801
0.025033,0.002302
0.010073,0.000957
-0.001544,0.000877
-0.012413,-0.000073
-0.014251,0.004322
-0.005142,-0.000372
0.015632,-0.002262
0.029317,-0.003889
0.033646,-0.009492
0.032142,-0.013221
0.015720,-0.011055
-0.000345,-0.013311
0.010148,-0.008730
0.016696,-0.011645
-0.000770,-0.002937
-0.022260,-0.001953
-0.045570,-0.005771
-0.059760,-0.001247
-0.075003,0.000194
-0.081729,-0.000090
-0.077313,0.001380
-0.068012,-0.001248
-0.057699,-0.004523
-0.045097,0.004480
-0.035113,0.011634
-0.023860,0.014829
-0.006734,0.015738
0.006193,0.015811
0.008744,0.012915
0.012657,0.013909
0.045728,0.009092
0.095359,0.004635
0.096983,0.005301
0.070016,-0.000341
-0.061979,-0.005448
-0.070791,-0.000642
-0.057874,-0.000086
-0.051116,-0.001653
-0.031556,0.002135
-0.021344,0.003341
-0.011045,0.000987
-0.007638,0.000621
0.006936,-0.003989
0.010456,-0.001720
0.024842,-0.006057
0.031098,-0.003553
0.032550,-0.001531
0.035595,0.001185
0.033928,0.002930
0.031126,0.003871
0.025199,0.002811
0.016579,-0.005946
0.008707,-0.010032
0.008192,-0.007883
0.005704,-0.003284
0.003022,-0.004610
0.009504,0.000090
0.009605,0.002892
-0.000666,0.008329
-0.009745,0.008836
-0.015448,0.005403
-0.024809,0.012991
-0.030600,0.011870
-0.037274,0.015046
-0.037590,0.013799
-0.036476,0.004772
-0.035408,0.004202
-0.023345,-0.000630
-0.004343,-0.003454
0.027129,-0.008900
0.038652,-0.006495
0.040641,-0.005950
0.041034,-0.000658
0.023153,0.006332
-0.000320,0.003631
-0.024229,0.007566
-0.037341,0.008453
-0.047028,0.002375
-0.043361,0.001117
-0.035207,-0.003007
-0.021630,-0.003414
0.021239,-0.017131
0.036788,-0.016455
0.041139,-0.014029
0.035604,-0.016384
0.024545,-0.003096
0.008806,0.000911
-0.006738,0.000439
-0.010418,-0.005933
-0.016934,-0.012318
-0.012549,-0.009920
-0.013145,-0.002128
-0.008755,-0.003709
-0.005428,-0.004284
-0.002719,-0.006642
0.013702,-0.006693
0.046187,-0.001168
0.058809,0.003152
0.049020,0.011788
0.046647,0.012367
0.060412,0.015041
0.043759,0.008632
0.017773,-0.001089
-0.015691,-0.005053
-0.029262,-0.009951
-0.033106,-0.010850
-0.040693,-0.006221
-0.051844,-0.004959
-0.053657,-0.001001
-0.048176,-0.004326
-0.034435,-0.001518
-0.010368,-0.001131
0.015736,0.004734
0.031636,0.007915
0.061167,0.009986
0.048442,0.010017
0.022706,0.011370
0.008806,0.012434
-0.004117,0.013394
-0.023192,0.004589
-0.030067,0.004433
-0.035405,0.000874
-0.025182,0.000838
-0.018060,0.000361
-0.010468,-0.003459
-0.009694,-0.004594
-0.004938,-0.001265
0.010035,0.001179
0.053479,0.003096
0.091438,0.003847
0.090606,0.004411
0.074607,0.001176
0.052162,-0.003355
0.023256,-0.006901
-0.002043,-0.003788
-0.023899,-0.001818
-0.036529,0.001802
-0.032425,0.000231
-0.040157,-0.006220
-0.055935,-0.010115
-0.056449,-0.005478
-0.065468,0.000110
-0.059635,-0.000972
-0.058762,-0.001347
-0.051324,0.001659
-0.041840,0.000020
-0.034874,-0.007325
-0.024583,-0.004448
-0.012827,-0.001570
-0.006317,-0.001063
0.006791,-0.005472
0.040961,-0.009202
0.049380,-0.006798
0.053380,0.000624
0.047175,0.006231
0.036319,0.002513
0.024031,0.005293
0.017493,0.005020
0.003932,0.010710
0.004805,0.000184
-0.002913,-0.000502
-0.007647,0.000668
-0.001180,-0.003433
-0.004583,-0.004320
0.001292,-0.002194
0.002482,-0.005722
-0.009824,-0.002875
-0.008673,-0.005147
-0.014532,0.004113
-0.013659,0.006845
-0.010079,0.003145
0.002411,0.002344
0.002185,-0.001280
0.008023,-0.003233
0.011045,-0.004949
0.008538,-0.004168
0.008097,-0.006922
0.014286,-0.005319
0.008028,-0.002551
0.007279,-0.001654
0.013345,-0.001434
0.040374,0.000722
0.049038,0.008316
0.056741,0.019393
0.065964,0.019314
0.045607,0.018101
0.018270,0.012998
-0.007414,0.003795
-0.037878,0.003298
-0.056084,0.000151
-0.071282,-0.003261
-0.082827,-0.008704
-0.082233,-0.008603
-0.086024,-0.002171
-0.082618,-0.001797
-0.052477,0.002614
-0.014180,0.009984
0.058298,0.006772
0.073879,-0.000604
0.042340,-0.001850
0.003739,0.000111
-0.029504,-0.002844
-0.050148,0.000717
-0.054664,0.003974
-0.054201,0.003142
-0.042298,-0.004778
-0.023363,-0.006516
-0.015537,-0.010351
0.002313,-0.006984
0.011709,-0.008643
0.017137,-0.011855
0.019231,0.002050
0.030873,0.007869
0.045435,0.008931
0.053713,0.005776
0.057596,0.006227
0.065333,0.002159
0.079512,0.005584
0.067625,0.008876
0.045397,0.008870
0.030728,0.006769
0.021614,0.000444
0.053282,-0.010036
0.044784,-0.011463
0.028949,-0.012873
0.017215,-0.013321
0.003783,-0.021481
-0.017028,-0.018197
-0.031339,-0.016505
-0.041457,-0.013722
-0.043514,-0.014408
-0.038182,-0.010101
-0.029597,-0.001779
-0.011122,-0.000464
-0.002905,0.002316
0.002781,0.001470
0.010449,0.000696
0.014548,-0.001618
0.018969,-0.004037
0.012628,0.008059
0.015529,0.010614
0.023831,0.010794
0.033716,0.008666
0.058042,0.000803
0.055811,0.005752
0.009649,0.009493
-0.025644,0.006583
-0.046443,-0.000174
-0.065250,0.004860
-0.069950,0.001879
-0.070725,0.002850
-0.060211,0.001600
-0.054273,-0.006434
-0.056853,-0.006218
-0.064078,-0.005039
-0.065948,0.001898
-0.083820,0.013780
-0.083766,0.032870
-0.059198,0.035738
0.006415,0.028015
0.045695,0.017148
0.048639,0.012113
0.039873,0.007767
0.027181,0.008226
0.013158,0.000417
0.010835,-0.003015
-0.002854,-0.008049
-0.009307,-0.012836
-0.011862,-0.014787
-0.004671,-0.009979
0.001454,-0.012678
0.008119,-0.012673
0.052672,-0.012085
0.064513,-0.014482
0.075867,-0.015909
0.062269,-0.013107
0.045663,-0.008377
0.030055,0.002491
0.012035,-0.004903
0.004565,-0.009979
