Designator,Mid X,Mid Y,Rotation,Layer
C1,115.625,-69.975,270.0,top
C2,117.675,-71.875,90.0,top
C3,112.43,-72.015,90.0,top
J1,98.9,-71.17,270.0,top
J2,120.725,-57.95,180.0,top
R1,115.825,-73.625,270.0,top
R2,116.65,-76.1,0.0,top
R3,112.42,-74.58,270.0,top
R4,103.18,-74.59,270.0,top
U2,129.4,-71.025,0.0,top
U3,107.565,-73.445,0.0,top
